ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000
F37_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0.0,0.0,0.0,1.5299023556573357,1.5258008194836634,1.521895929237396,1.519750330868901,1.5186008864722624
F38,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-20,0.05,none,0.0,0.0,0.0,2.29,2.29,2.29,2.29,2.29
F38_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-20,0.05,none,0.0,0.0,0.0,2.3306747396253877,2.2653862630532884,2.2032682445689122,2.166857686827567,2.1448941713314498
F38_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-20,0.05,none,0.0,0.0,0.0,2.3263892264617554,2.3176277758792714,2.3092170501276246,2.3043382019848124,2.301476922153584
F39,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.07,1.07,1.07,1.07,1.07
F39_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.0290530188913651,1.0232784071425858,1.0175986019150778,1.0141127398191767,1.0118947449896538
F39_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.1053855680406635,1.0776313008108496,1.0509247154295862,1.0351362357747236,1.0255666238129684
F40,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
F40_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,0.9778455357031305,0.9594356793342774,0.9417530188070128,0.9308147687811485,0.9235727326608167
F40_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,0.982226477222397,0.9605456003914798,0.9401719606806934,0.9286569940559661,0.922084722608728
F41,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.1,none,0.0,0.0,0.0,1.27,1.27,1.27,1.27,1.27
F41_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.1,none,0.0,0.0,0.0,1.2133060455663545,1.2102541502353248,1.2073505346026303,1.2056415867136547,1.204602743068416
F41_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.1,none,0.0,0.0,0.0,1.2247604426342653,1.2213337847821197,1.218009778100322,1.2162711180829477,1.2154311005865936
F42,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.1,none,0.0,0.0,0.0,1.38,1.38,1.38,1.38,1.38
F42_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.1,none,0.0,0.0,0.0,1.3886565403074909,1.38504220396298,1.3816151014299902,1.3796707788659077,1.37856291700902
F42_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.1,none,0.0,0.0,0.0,1.345302988399342,1.3415871807696755,1.33806594531806,1.3362013422904937,1.3352614225513764
F43,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.1,none,0.0,0.0,0.0,1.64,1.64,1.64,1.64,1.64
F43_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.1,none,0.0,0.0,0.0,1.668425261498172,1.6242190261042684,1.5826147515153468,1.5594122401413113,1.5465059864274455
F43_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.1,none,0.0,0.0,0.0,1.7181545061781893,1.7042552344119966,1.6911504706211349,1.6838298772735223,1.6797525636630757
F44,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.42,2.42,2.42,2.42,2.42
F44_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.3451138338652506,2.333067187508791,2.3218892648675804,2.3158872115106353,2.312726379734172
F44_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.1,none,0.0,0.0,0.0,2.4850245541995473,2.4726987540451555,2.4609118031404598,2.4536974418296134,2.448996755557374
F45,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.05,none,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2
F45_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.05,none,0.0,0.0,0.0,1.1996921050907836,1.1968490500178288,1.1941367431045222,1.1924464331658517,1.1913028830232975
F45_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.1,tween-80,0.05,none,0.0,0.0,0.0,1.2815904593994423,1.2743411595358476,1.2674678413084794,1.2637558969168396,1.2618199769063592
F46,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.05,none,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3
F46_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.05,none,0.0,0.0,0.0,1.3533971941300866,1.3498472804187942,1.3465165971237503,1.34464906188856,1.3435969726497885
F46_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.2,tween-80,0.05,none,0.0,0.0,0.0,1.3172589808180069,1.3113408027991085,1.305802889139755,1.3026279850127636,1.3007600891035027
F47,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.05,none,0.0,0.0,0.0,1.55,1.55,1.55,1.55,1.55
F47_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.05,none,0.0,0.0,0.0,1.573211886904112,1.553662780735391,1.53515508081819,1.5241469779504797,1.5172874436623955
F47_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.4,tween-80,0.05,none,0.0,0.0,0.0,1.457779011846064,1.4540530626532282,1.4505359150113968,1.4485049576370113,1.4473042719166562
F48,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.05,none,0.0,0.0,0.0,2.32,2.32,2.32,2.32,2.32
F48_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.05,none,0.0,0.0,0.0,2.3159911719149795,2.3142850490850364,2.3126541014607156,2.3117091931800555,2.3111540121979015
F48_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Sucrose,0.75,tween-80,0.05,none,0.0,0.0,0.0,2.325457800834671,2.2793090676574126,2.2366937482830003,2.214313272446015,2.202929537273063
F49,BGG,polyclonal,3.0,150.0,6.6,1.0,85.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.22,none,0.0,none,0.0,0.9,0.9,3.45,3.45,3.45,3.15,2.95
F49_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,85.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.22,none,0.0,none,0.0,0.9,0.9,3.4382882191524167,3.438288219097913,3.438281539902568,3.0826701902781877,2.809477738512541
F49_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,85.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.22,none,0.0,none,0.0,0.9,0.9,3.3698573902897784,3.3698573901367728,3.3698457531974393,3.0947099500182014,2.9705955610731922
F50,BGG,polyclonal,3.0,150.0,6.6,1.0,43.6,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.15,none,0.0,0.9,0.9,1.55,1.55,1.55,1.42,1.3
F50_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,43.6,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.15,none,0.0,0.9,0.9,1.6525458865058207,1.6525458864928246,1.6525441347859349,1.5084056269981263,1.2825103072515025
F50_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,43.6,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.15,none,0.0,0.9,0.9,1.5476439846825047,1.5476439846064383,1.5476382804405309,1.3661004154113654,1.23224923994102
F51,BGG,polyclonal,3.0,150.0,6.6,1.0,64.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.704,tween-80,0.037,none,0.0,0.9,0.9,3.62,3.62,3.62,3.31,3.15
F51_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,64.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.704,tween-80,0.037,none,0.0,0.9,0.9,3.925081294225496,3.9250812932791375,3.9250507134148966,3.5521756825429254,3.326195902901188
F51_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,64.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.704,tween-80,0.037,none,0.0,0.9,0.9,3.5005602239880296,3.5005602238498685,3.5005506638693844,3.226916500818789,3.0338709292727857
F52,BGG,polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.0624,none,0.0,0.9,0.9,2.74,2.74,2.74,2.42,2.0
F52_syn_1,BGG,polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.0624,none,0.0,0.9,0.9,2.936453693099494,2.9364536922752484,2.936426092345168,2.474930421073458,2.014626341597472
F52_syn_2,BGG,polyclonal,3.0,150.0,6.6,1.0,85.7,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.0624,none,0.0,0.9,0.9,2.839693568951834,2.8396935688197815,2.8396834560361803,2.4310764278653694,1.9747084397324857
F53,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,86.4,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.003,none,0.0,0.9,0.9,2.53,2.53,2.53,2.1,1.75
F53_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,86.4,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.003,none,0.0,0.9,0.9,2.5246437253234424,2.5246437251378797,2.5246286983472674,2.003116616225517,1.6119845157357529
F53_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,86.4,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.003,none,0.0,0.9,0.9,2.5563434775185767,2.5563434772936495,2.556330824665589,2.1993507539172117,1.8401337615185709
F54,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,141.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1067,none,0.0,0.9,0.9,5.87,3.62,3.57,3.2,2.75
F54_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,141.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1067,none,0.0,0.9,0.9,5.620291155450726,3.8871907481737304,3.3985184078402675,3.2612893483534293,3.2111592824571806
F54_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,141.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-80,0.1067,none,0.0,0.9,0.9,5.284080446934497,3.6307361242873126,3.185225480991484,3.065580556173897,3.0242137563585434
F55,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,75.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.28,tween-20,0.228,none,0.0,0.9,0.9,2.88,2.51,2.3,2.0,1.73
F55_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,75.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.28,tween-20,0.228,none,0.0,0.9,0.9,2.888724070412162,2.528455563227263,2.2281436048509056,1.9964330934810768,1.694759795071945
F55_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,75.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.28,tween-20,0.228,none,0.0,0.9,0.9,2.8049929955805855,2.4681808896618334,2.1881317989072175,1.9723836699298107,1.6916627485080227
F56,BSA,other,2.0,66.0,4.7,0.3,132.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.46,tween-20,0.123,none,0.0,0.85,0.9,3.51,3.51,3.51,3.2,3.05
F56_syn_1,BSA,other,2.0,66.0,4.7,0.3,132.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.46,tween-20,0.123,none,0.0,0.85,0.9,3.560439989190927,3.560439989030929,3.5604301998037338,3.3178570479665686,3.1527401822232335
F56_syn_2,BSA,other,2.0,66.0,4.7,0.3,132.0,27.5,PBS,7.4,10.0,NaCl,140,Sucrose,0.46,tween-20,0.123,none,0.0,0.85,0.9,3.6077856175488017,3.6077856175061167,3.6077802446400615,3.3361111145686553,3.153709443436375
F57,BSA,other,2.0,66.0,4.7,0.3,83.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.218,none,0.0,0.85,0.9,2.24,2.22,1.84,1.63,1.47
F57_syn_1,BSA,other,2.0,66.0,4.7,0.3,83.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.218,none,0.0,0.85,0.9,2.3587404430502756,2.2481215384904165,1.9162856162417854,1.594207563957898,1.4698563594262022
F57_syn_2,BSA,other,2.0,66.0,4.7,0.3,83.0,27.5,PBS,7.4,10.0,NaCl,140,none,0.0,tween-20,0.218,none,0.0,0.85,0.9,2.446954632160067,2.335853003573601,1.9431389712533742,1.5680535789010774,1.4513908238070672
F58,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,51.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,1.01,none,0.0,none,0.0,0.9,0.9,6.33,6.33,6.33,5.78,5.5
F58_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,51.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,1.01,none,0.0,none,0.0,0.9,0.9,6.632641220250748,6.63264122015292,6.63263082413132,6.225572910854072,5.988089858482458
F58_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,51.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,1.01,none,0.0,none,0.0,0.9,0.9,6.00692639666443,6.006926395944838,6.006900655048296,5.675226565666842,5.4884930789433275
F59,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,118.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.53,none,0.0,none,0.0,0.9,0.9,6.33,5.18,5.06,4.41,3.88
F59_syn_1,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,118.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.53,none,0.0,none,0.0,0.9,0.9,5.982144959318549,5.207268372135164,4.647295578350061,4.254349826835556,3.775907365244657
F59_syn_2,poly-hIgG,polyclonal,3.0,150.0,7.6,1.0,118.7,27.5,Histidine,6.0,100.0,NaCl,140,Sucrose,0.53,none,0.0,none,0.0,0.9,0.9,5.777307656123569,4.978842034545235,4.421143822929951,4.043072747068297,3.6050168999667096
F60,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,0.5,none,0.0,none,0.0,0.0,0.0,1.38,1.38,1.38,1.38,1.38
F60_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,0.5,none,0.0,none,0.0,0.0,0.0,1.2969586440290422,1.291936977839212,1.2871462038086152,1.2844004937525628,1.2828160289754988
F60_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,0.5,none,0.0,none,0.0,0.0,0.0,1.4162395693382235,1.4139069753996387,1.4116533354024503,1.4103240688248486,1.4095250474220686
F61,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,1.0,none,0.0,none,0.0,0.0,0.0,3.05,3.05,3.05,3.05,3.05
F61_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,1.0,none,0.0,none,0.0,0.0,0.0,3.092663128423714,3.0843509445300663,3.076660105024528,3.0724810704927874,3.070227224995038
F61_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,PBS,7.4,10.0,NaCl,140,Trehalose,1.0,none,0.0,none,0.0,0.0,0.0,3.047332060086617,3.0390961805961125,3.0315511936543524,3.027489891343952,3.025316368730426
F62,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.0,0.0,0.98,0.98,0.98,0.98,0.98
F62_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.0,0.0,0.9141020368054605,0.9115739549336374,0.9091926738682216,0.9079354362894382,0.907301472430194
F62_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,none,0.0,none,0.0,0.0,0.0,0.9621479442236112,0.9597090716422573,0.9574099508791304,0.9560717267670805,0.9552677107541764
F63,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,3.3,3.3,3.3,3.3,3.3
F63_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,3.41168659374522,3.373889632458598,3.336746104668746,3.3154932903486394,3.303611950246241
F63_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,1.0,none,0.0,none,0.0,0.0,0.0,3.5999608247954074,3.5640868103986922,3.5297119479823715,3.509898800156376,3.498394447996317
F64,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.0,0.0,1.04,1.04,1.04,1.04,1.04
F64_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.0,0.0,1.0074562373419904,1.0048235561864822,1.0023621794853736,1.0009781479990136,1.0001917525080237
F64_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.1,none,0.0,0.0,0.0,0.977796387776192,0.9752641597329987,0.9728548335279162,0.9714790305624376,0.9706883584911711
F65,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.05,none,0.0,0.0,0.0,1.01,1.01,1.01,1.01,1.01
F65_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.05,none,0.0,0.0,0.0,0.9504529291875238,0.949683227508603,0.9489508616235044,0.9485225003178057,0.948265148965803
F65_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-20,0.05,none,0.0,0.0,0.0,1.069775422912662,1.067173788709316,1.064687343642873,1.0631726813986258,1.0621941658393115
F66,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.11,1.11,1.11,1.11,1.11
F66_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.096270185194284,1.0871223123935558,1.078536458869518,1.0735538241548586,1.0705639346689588
F66_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.1,none,0.0,0.0,0.0,1.1128960460555295,1.0999539474950535,1.088049813699775,1.081419787492909,1.0776600898593292
F67,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,1.04,1.04,1.04,1.04,1.04
F67_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,1.0789029559506806,1.0761474101448252,1.073563507827226,1.0720738891335788,1.0711902085240272
F67_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,none,0.0,tween-80,0.05,none,0.0,0.0,0.0,1.0040242575163831,1.0012532432672818,0.9986576224926145,0.9972855444902572,0.9965886819924287
F68,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.1,none,0.0,0.0,0.0,1.24,1.24,1.24,1.24,1.24
F68_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.1,none,0.0,0.0,0.0,1.2016402786102727,1.1985638401987537,1.195681894387713,1.194025143634752,1.1930465201877563
F68_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.1,none,0.0,0.0,0.0,1.1999844811041003,1.1970695901880162,1.1942958965372799,1.192607382763371,1.191513080378086
F69,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.1,none,0.0,0.0,0.0,1.33,1.33,1.33,1.33,1.33
F69_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.1,none,0.0,0.0,0.0,1.2958350198469908,1.2924582986318591,1.28923665666753,1.2874077515260822,1.2863706386656621
F69_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.1,none,0.0,0.0,0.0,1.4233523079357306,1.3933985621049476,1.3651083061136653,1.3493225804568074,1.3405627409410572
F70,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.1,none,0.0,0.0,0.0,1.6,1.6,1.6,1.6,1.6
F70_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.1,none,0.0,0.0,0.0,1.6328071613198094,1.628413636843755,1.624209832839452,1.6219070394397237,1.6206857900936562
F70_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.1,none,0.0,0.0,0.0,1.664310167685276,1.6521067847491802,1.640683598136057,1.6342714906351357,1.6306439195190936
F71,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,2.35,2.35,2.35,2.35,2.35
F71_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,2.0562731117714432,2.0507255567227345,2.0454974477107726,2.0426534928833346,2.041142670711872
F71_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.75,tween-20,0.1,none,0.0,0.0,0.0,2.298533721273557,2.274819037661795,2.2530714129842657,2.241547043617234,2.2355543404944416
F72,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.05,none,0.0,0.0,0.0,1.21,1.21,1.21,1.21,1.21
F72_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.05,none,0.0,0.0,0.0,1.1940769134200362,1.1850504190660782,1.1766968819320978,1.1723189622679289,1.1701046168096316
F72_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.1,tween-20,0.05,none,0.0,0.0,0.0,1.227708069172501,1.226335187997642,1.2250357228215554,1.2242712304600156,1.2238044914255497
F73,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.05,none,0.0,0.0,0.0,1.31,1.31,1.31,1.31,1.31
F73_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.05,none,0.0,0.0,0.0,1.2109756518443486,1.1908528310364133,1.1719291713611213,1.1616241030756944,1.1561282487623294
F73_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.2,tween-20,0.05,none,0.0,0.0,0.0,1.3639917217927702,1.3352257412160535,1.3083626459245616,1.2937446518978755,1.285907920768805
F74,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0.0,0.0,0.0,1.56,1.56,1.56,1.56,1.56
F74_syn_1,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0.0,0.0,0.0,1.4948724778745772,1.4907428582223958,1.4869266926243052,1.4849188083272509,1.4838948341214502
F74_syn_2,none,none,0.0,0.0,0.0,0.0,0.0,25.0,Histidine,6.0,100.0,NaCl,140,Sucrose,0.4,tween-20,0.05,none,0.0,0.0,0.0,1.6691210927221012,1.6322797601071959,1.5979162537029814,1.578492370644793,1.5673246656359316
